Country,Energy Source (billion kWh),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Tanzania,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0.009,0.014,0.02,0.023,0.033,0.04,0.046,0.046,0.051,0.056
Tanzania,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0.009,0.014,0.02,0.023,0.033,0.04,0.046,0.046,0.051,0.056
Tanzania,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.08,0.12,0.119,0.125,0.131,0.137,0.138,0.143,0.146,0.155,0.151,0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,            Hydroelectricity ,0.038,0.038,0.057,0.019,0.038,0.076,0.076,0.076,0.076,0.095,0.095,0.193,0.128,0.23,0.148,0.255,0.19,0.093,0.172,0.203,0.099,0.049,0.085,0.121,0.08,0.073,0.09,0.091,0.09,0.109,0.092,0.105,0.088,0.03663,0.1188,0.05544,0.20196,0.207,0.1961,0.23642,0.14386,0.15
Togo,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0006,0.0007,0.0009,0.001,0.003,0.003,0.004,0.009,0.012,0.015,0.0183
Togo,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0006,0.0007,0.0009,0.001,0.003,0.003,0.004,0.009,0.012,0.015,0.0183
Togo,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,            Hydroelectricity ,0.023,0.029,0.039,0.03,0.066,0.108,0.051,0.112,0.047,0.034,0.044,0.104,0.064,0.063,0.04,0.041,0.07,0.072,0.075,0.094,0.063,0.053,0.063,0.164,0.152,0.144,0.091,0.049,0.03,0.078,0.05,0.054,0.109,0.059,0.055,0.068,0.045,0.017,0.0165,0.0659,0.04602,0.06
Tunisia,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.01,0.017,0.034,0.065,0.109,0.133,0.174,0.245,0.333,0.40626
Tunisia,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.01,0.017,0.034,0.065,0.109,0.133,0.174,0.245,0.333,0.40626
Tunisia,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.024,0.03,0.033,0.044,0.042,0.038,0.043,0.039,0.097,0.139,0.109,0.196,0.358,0.507,0.448,0.474,0.449,0.453,0.5,0.465,0.528583488
Tunisia,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,            Hydroelectricity ,0.633,0.513,0.555,0.513,0.612,0.628,0.64,0.612,0.581,0.678,0.761,0.768,0.973,0.958,0.997,1.035,1.107,1.24,1.255,1.258,1.551,1.546,1.668,1.752,1.888,1.839,1.1605572,1.398,1.631,1.396,1.47015,1.49886,1.49886,2.36907,2.36907,2.40867,3.303,3.44248,3.64019,4.03561,4.080967,4
Uganda,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.008,0.011,0.017,0.02,0.021,0.023,0.025,0.027,0.029,0.032,0.039,0.062,0.071,0.117,0.122,0.14884
Uganda,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.008,0.011,0.017,0.02,0.021,0.023,0.025,0.027,0.029,0.032,0.039,0.062,0.071,0.117,0.122,0.14884
Uganda,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.031,0.037,0.043,0.047,0.047,0.049,0.047,0.11,0.156,0.156,0.125,0.16,0.192,0.322,0.353,0.363,0.363,0.419,0.104,0.188,0.189498238
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,            Hydroelectricity ,9.01,9.676,9.913,9.93,9.783,9.852,9.695,8.353,8.291,6.702,7.731,7.715,7.663,7.666,7.668,7.792,7.043,7.807,7.464,7.635,7.673,7.814,8.021,8.174,8.375,8.794,9.572,9.535,9.427,9.782,10.331,11.368,12.227,13.148,13.902,12.907,10.915,12.48896,13.70611,12.331807,12.792759,16.072683
Zambia,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.002,0.002,0.002084,0.002432,0,0.000104,0.000104,0.000104,0.000163,0.000163,0.001,0.118,0.15,0.148
Zambia,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.002,0.002,0.002084,0.002432,0,0.000104,0.000104,0.000104,0.000163,0.000163,0.001,0.118,0.15,0.148
Zambia,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.034,0.054,0.064,0.063,0.067,0.066,0.071,0.073,0.076,0.078,0.078305,0.078305,0.078305,0.078305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,            Hydroelectricity ,3.966,4.072,3.568,3.695,3.422,3.065,3.122,2.48,2.659,3.369,3.752,3.527,2.88,1.766,1.628,1.814,2.141,2.102,1.861,2.92,3.227,2.968,3.786,5.305,5.466,4.866,5.257,5.329,5.651,5.403,5.741,5.149,5.336,4.946,5.377,4.94,2.955,3.9689,5.04898,4.165599,3.805347,4
Zimbabwe,                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,"                Solar, tide, wave, fuel cell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.002,0.003,0.005,0.008,0.009,0.011,0.019,0.026,0.034,0.04148
Zimbabwe,                    Tide and wave ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,                    Solar ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.002,0.003,0.005,0.008,0.009,0.011,0.019,0.026,0.034,0.04148
Zimbabwe,                Wind ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,                Biomass and waste ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.063,0.079,0.057,0.094,0.131,0.168,0.166,0.144,0.128,0.147,0.151,0.187,0.189,0.099,0.099788966
